sample,dry_input,golden_fp32_output
907,-0.152190357,-0.142285272
908,-0.125,-0.142117992
909,-0.0956708565,-0.141813561
910,-0.0647047609,-0.141465575
911,-0.0326315463,-0.141163558
912,-2.9397712e-15,-0.139168799
913,0.0326315463,-0.102444895
914,0.0647047609,-0.000278502703
915,0.0956708565,0.0407366008
916,0.125,0.0763272643
917,0.152190357,0.0975173414
918,0.176776692,0.110721096
919,0.19833833,0.119481772
920,0.216506347,0.125892416
921,0.230969876,0.130361006
922,0.241481453,0.133535773
923,0.247861221,0.135863006
924,0.25,0.137559131
925,0.247861221,0.138829947
926,0.241481453,0.139774352
927,0.230969876,0.140495136
928,0.216506347,0.141036063
929,0.19833833,0.141368791
930,0.176776692,0.141439348
931,0.152190357,0.141355857
932,0.125,0.141427621
933,0.0956708565,0.141778424
934,0.0647047609,0.142126426
935,0.0326315463,0.141314834
936,2.082209e-15,0.130616114
937,-0.0326315463,0.0604515821
938,-0.0647047609,-0.00823989511
939,-0.0956708565,-0.0601907969
940,-0.125,-0.0859888121
941,-0.152190357,-0.105057359
942,-0.176776692,-0.115152426
943,-0.19833833,-0.125522003
944,-0.216506347,-0.133953929
945,-0.230969876,-0.137463778
946,-0.241481453,-0.140181378
947,-0.247861221,-0.142046511
948,-0.25,-0.142794088
949,-0.247861221,-0.143010691
950,-0.241481453,-0.142944396
951,-0.230969876,-0.142787591
952,-0.216506347,-0.142672181
953,-0.19833833,-0.142610937
954,-0.176776692,-0.142569259
955,-0.152190357,-0.142499015
956,-0.125,-0.142333031
957,-0.0956708565,-0.142029032
958,-0.0647047609,-0.141679615
959,-0.0326315463,-0.141376659
960,-1.2246468e-15,-0.139422953
961,0.0326315463,-0.103499569
962,0.0647047609,-0.000586435199
963,0.0956708565,0.04023996
964,0.125,0.0759803057
965,0.152190357,0.0971856713
966,0.176776692,0.110429198
967,0.19833833,0.119210348
968,0.216506347,0.125633061
969,0.230969876,0.130118802
970,0.241481453,0.13330324
971,0.247861221,0.13564077
972,0.25,0.137345761
973,0.247861221,0.138623953
974,0.241481453,0.13957493
975,0.230969876,0.140300244
976,0.216506347,0.140844092
977,0.19833833,0.141178504
978,0.176776692,0.141252398
979,0.152190357,0.141176671
980,0.125,0.141258985
981,0.0956708565,0.141617104
982,0.0647047609,0.141965747
983,0.0326315463,0.141139984
984,3.91979828e-15,0.130303353
985,-0.0326315463,0.0595287681
986,-0.0647047609,-0.00881756842
987,-0.0956708565,-0.0605308264
988,-0.125,-0.0862548798
989,-0.152190357,-0.105269074
990,-0.176776692,-0.115313247
991,-0.19833833,-0.125694901
992,-0.216506347,-0.13412939
993,-0.230969876,-0.137627929
994,-0.241481453,-0.140355825
995,-0.247861221,-0.14222765
996,-0.25,-0.142977223
997,-0.247861221,-0.143196851
998,-0.241481453,-0.143131703
999,-0.230969876,-0.142975017
1000,-0.216506347,-0.142859727
1001,-0.19833833,-0.142798722
1002,-0.176776692,-0.142757744
1003,-0.152190357,-0.142688677
1004,-0.125,-0.1425239
1005,-0.0956708565,-0.142220229
1006,-0.0647047609,-0.141869232
1007,-0.0326315463,-0.141565055
1008,4.9047771e-16,-0.139652029
1009,0.0326315463,-0.104526706
1010,0.0647047609,-0.000885933638
1011,0.0956708565,0.0397592634
1012,0.125,0.0756544173
1013,0.152190357,0.0968767107
1014,0.176776692,0.110161543
1015,0.19833833,0.11896342
1016,0.216506347,0.12539795
1017,0.230969876,0.129901022
1018,0.241481453,0.133095175
1019,0.247861221,0.135443017
1020,0.25,0.137156963
1021,0.247861221,0.138442561
1022,0.241481453,0.139400184
1023,0.230969876,0.140130043
1024,0.216506347,0.140676826
1025,0.19833833,0.141013011
1026,0.176776692,0.141090244
1027,0.152190357,0.14102219
1028,0.125,0.141114965
1029,0.0956708565,0.141479716
1030,0.0647047609,0.141828224
1031,0.0326315463,0.140987217
1032,9.31010081e-15,0.130009174
1033,-0.0326315463,0.0586155057
1034,-0.0647047609,-0.00937467813
1035,-0.0956708565,-0.0608485453
1036,-0.125,-0.0864996165
1037,-0.152190357,-0.105458155
1038,-0.176776692,-0.115451038
1039,-0.19833833,-0.125845045
1040,-0.216506347,-0.134281933
1041,-0.230969876,-0.137768984
1042,-0.241481453,-0.1405074
1043,-0.247861221,-0.142385885
1044,-0.25,-0.14313747
1045,-0.247861221,-0.143360198
1046,-0.241481453,-0.143296152
1047,-0.230969876,-0.143139705
1048,-0.216506347,-0.14302443
1049,-0.19833833,-0.142963603
1050,-0.176776692,-0.14292334
1051,-0.152190357,-0.142855406
1052,-0.125,-0.142691851
1053,-0.0956708565,-0.142388433
1054,-0.0647047609,-0.142035604
1055,-0.0326315463,-0.141729966
1056,-4.89982514e-15,-0.139857173
1057,0.0326315463,-0.105527088
1058,0.0647047609,-0.00117850304
1059,0.0956708565,0.0392930657
1060,0.125,0.0753481388
1061,0.152190357,0.0965890437
1062,0.176776692,0.109916776
1063,0.19833833,0.118739456
1064,0.216506347,0.125185728
1065,0.230969876,0.129706383
1066,0.241481453,0.132910207
1067,0.247861221,0.13526839
1068,0.25,0.136991322
1069,0.247861221,0.1382844
1070,0.241481453,0.139248669
1071,0.230969876,0.139983058
1072,0.216506347,0.140532821
1073,0.19833833,0.14087081
1074,0.176776692,0.140951425
1075,0.152190357,0.14089109
1076,0.125,0.140993908
1077,0.0956708565,0.141364872
1078,0.0647047609,0.141712368
1079,0.0326315463,0.140855163
1080,7.59497683e-15,0.129732311
1081,-0.0326315463,0.0577115119
1082,-0.0647047609,-0.00991216302
1083,-0.0956708565,-0.0611453503
1084,-0.125,-0.086724475
1085,-0.152190357,-0.105626114
1086,-0.176776692,-0.115567356
1087,-0.19833833,-0.125974044
1088,-0.216506347,-0.134413123
1089,-0.230969876,-0.137888387
1090,-0.241481453,-0.140637591
1091,-0.247861221,-0.142522737
1092,-0.25,-0.143276364
1093,-0.247861221,-0.14350225
1094,-0.241481453,-0.143439338
1095,-0.230969876,-0.143283084
1096,-0.216506347,-0.143167883
1097,-0.19833833,-0.143107235
1098,-0.176776692,-0.143067688
1099,-0.152190357,-0.143000811
1100,-0.125,-0.142838404
1101,-0.0956708565,-0.14253512
1102,-0.0647047609,-0.142180324
1103,-0.0326315463,-0.141872942
1104,-3.18470073e-15,-0.140039772
1105,0.0326315463,-0.10649924
1106,0.0647047609,-0.0014655292
1107,0.0956708565,0.0388407707
1108,0.125,0.0750602931
1109,0.152190357,0.0963214636
1110,0.176776692,0.109693527
1111,0.19833833,0.118537277
1112,0.216506347,0.124994963
1113,0.230969876,0.129533574
1114,0.241481453,0.132747039
1115,0.247861221,0.135115594
1116,0.25,0.13684763
1117,0.247861221,0.138148099
1118,0.241481453,0.139119074
1119,0.230969876,0.139858067
1120,0.216506347,0.140410751
1121,0.19833833,0.140750617
1122,0.176776692,0.140834674
1123,0.152190357,0.140781969
1124,0.125,0.140894607
1125,0.0956708565,0.141271099
1126,0.0647047609,0.14161703
1127,0.0326315463,0.1407426
1128,5.879852e-15,0.129471719
1129,-0.0326315463,0.0568172634
1130,-0.0647047609,-0.0104302242
1131,-0.0956708565,-0.0614219308
1132,-0.125,-0.086930275
1133,-0.152190357,-0.105773844
1134,-0.176776692,-0.115663178
1135,-0.19833833,-0.126082838
1136,-0.216506347,-0.134523869
1137,-0.230969876,-0.137987167
1138,-0.241481453,-0.140747398
1139,-0.247861221,-0.142639175
1140,-0.25,-0.143394858
1141,-0.247861221,-0.143623978
1142,-0.241481453,-0.143562257
1143,-0.230969876,-0.143406197
1144,-0.216506347,-0.143291056
1145,-0.19833833,-0.143230572
1146,-0.176776692,-0.143191725
1147,-0.152190357,-0.143125951
1148,-0.125,-0.142964706
1149,-0.0956708565,-0.142661497
1150,-0.0647047609,-0.142304569
1151,-0.0326315463,-0.141995162
1152,-1.46957612e-15,-0.140201032
1153,0.0326315463,-0.10744369
1154,0.0647047609,-0.00174897909
1155,0.0956708565,0.038400948
1156,0.125,0.0747896135
1157,0.152190357,0.0960725546
1158,0.176776692,0.109490454
1159,0.19833833,0.118355334
1160,0.216506347,0.124824405
1161,0.230969876,0.129381001
1162,0.241481453,0.132604092
1163,0.247861221,0.134983048
1164,0.25,0.136724204
1165,0.247861221,0.138032183
1166,0.241481453,0.139009923
1167,0.230969876,0.139753476
1168,0.216506347,0.14030917
1169,0.19833833,0.140650824
1170,0.176776692,0.140738443
1171,0.152190357,0.140693352
1172,0.125,0.140815601
1173,0.0956708565,0.141197219
1174,0.0647047609,0.141540736
1175,0.0326315463,0.140648201
1176,4.16472759e-15,0.129226342
1177,-0.0326315463,0.0559339672
1178,-0.0647047609,-0.010928899
1179,-0.0956708565,-0.0616790392
1180,-0.125,-0.0871180743
1181,-0.152190357,-0.105902553
1182,-0.176776692,-0.115739852
1183,-0.19833833,-0.126172602
1184,-0.216506347,-0.134615541
1185,-0.230969876,-0.138066769
1186,-0.241481453,-0.140838146
1187,-0.247861221,-0.142736584
1188,-0.25,-0.143494308
1189,-0.247861221,-0.143726856
1190,-0.241481453,-0.143666327
1191,-0.230969876,-0.143510491
1192,-0.216506347,-0.143395409
1193,-0.19833833,-0.143335104
1194,-0.176776692,-0.143296883
1195,-0.152190357,-0.143232197
1196,-0.125,-0.143072069
1197,-0.0956708565,-0.142768919
1198,-0.0647047609,-0.142409638
1199,-0.0326315463,-0.142097965
1200,2.4554834e-16,-0.140342087
1201,0.0326315463,-0.108359866
1202,0.0647047609,-0.00202986598
1203,0.0956708565,0.0379729271
1204,0.125,0.0745349526
1205,0.152190357,0.0958412141
1206,0.176776692,0.109306201
1207,0.19833833,0.118192464
1208,0.216506347,0.1246728
1209,0.230969876,0.129247576
1210,0.241481453,0.132480338
1211,0.247861221,0.13486971
1212,0.25,0.136620015
1213,0.247861221,0.13793546
1214,0.241481453,0.138919994
1215,0.230969876,0.139668196
1216,0.216506347,0.140226811
1217,0.19833833,0.140570477
1218,0.176776692,0.140661687
1219,0.152190357,0.140624151
1220,0.125,0.140755787
1221,0.0956708565,0.141141862
1222,0.0647047609,0.141482487
1223,0.0326315463,0.140570924
1224,9.55503055e-15,0.12899521
1225,-0.0326315463,0.0550612062
1226,-0.0647047609,-0.011409007
1227,-0.0956708565,-0.0619176961
1228,-0.125,-0.0872888565
1229,-0.152190357,-0.106013224
1230,-0.176776692,-0.115798324
1231,-0.19833833,-0.126244426
1232,-0.216506347,-0.134689063
1233,-0.230969876,-0.138128102
1234,-0.241481453,-0.140910879
1235,-0.247861221,-0.142815933
1236,-0.25,-0.143575788
1237,-0.247861221,-0.143811762
1238,-0.241481453,-0.143752486
1239,-0.230969876,-0.143596843
1240,-0.216506347,-0.143481895
1241,-0.19833833,-0.143421769
1242,-0.176776692,-0.143384218
1243,-0.152190357,-0.14332056
1244,-0.125,-0.14316152
1245,-0.0956708565,-0.142858297
1246,-0.0647047609,-0.142496586
1247,-0.0326315463,-0.14218244
1248,-5.14475445e-15,-0.140463948
1249,0.0326315463,-0.109247774
1250,0.0647047609,-0.00230956078
1251,0.0956708565,0.0375559628
1252,0.125,0.0742951632
1253,0.152190357,0.0956262052
1254,0.176776692,0.109139666
1255,0.19833833,0.118047506
1256,0.216506347,0.124539018
1257,0.230969876,0.129132226
1258,0.241481453,0.132374614
1259,0.247861221,0.134774387
1260,0.25,0.136533841
1261,0.247861221,0.137856856
1262,0.241481453,0.138848156
1263,0.230969876,0.139600977
1264,0.216506347,0.140162662
1265,0.19833833,0.140508264
1266,0.176776692,0.14060311
1267,0.152190357,0.140573174
1268,0.125,0.1407139
1269,0.0956708565,0.141104072
1270,0.0647047609,0.141441137
1271,0.0326315463,0.140509725
1272,7.83990572e-15,0.128777191
1273,-0.0326315463,0.0541986376
1274,-0.0647047609,-0.0118713602
1275,-0.0956708565,-0.0621389374
1276,-0.125,-0.0874436423
1277,-0.152190357,-0.106106922
1278,-0.176776692,-0.115839779
1279,-0.19833833,-0.126299441
1280,-0.216506347,-0.134745568
1281,-0.230969876,-0.138172343
1282,-0.241481453,-0.140966654
1283,-0.247861221,-0.142878324
1284,-0.25,-0.14364028
1285,-0.247861221,-0.143879816
1286,-0.241481453,-0.143821821
1287,-0.230969876,-0.143666521
1288,-0.216506347,-0.143551663
1289,-0.19833833,-0.1434917
1290,-0.176776692,-0.14345482
1291,-0.152190357,-0.143392205
1292,-0.125,-0.143234208
1293,-0.0956708565,-0.142930895
1294,-0.0647047609,-0.142566606
1295,-0.0326315463,-0.142249659
1296,-3.42963005e-15,-0.140567705
1297,0.0326315463,-0.110107765
1298,0.0647047609,-0.00258944929
1299,0.0956708565,0.0371488035
1300,0.125,0.0740692914
1301,0.152190357,0.0954265743
1302,0.176776692,0.108989835
1303,0.19833833,0.117919415
1304,0.216506347,0.12442185
1305,0.230969876,0.1290337
1306,0.241481453,0.132285714
1307,0.247861221,0.134695962
1308,0.25,0.136464715
1309,0.247861221,0.137795284
1310,0.241481453,0.138793319
1311,0.230969876,0.13955085
1312,0.216506347,0.140115529
1313,0.19833833,0.140463188
1314,0.176776692,0.1405617
1315,0.152190357,0.140539378
1316,0.125,0.140688881
1317,0.0956708565,0.141082659
1318,0.0647047609,0.141415656
1319,0.0326315463,0.140463486
1320,6.12478132e-15,0.128571555
1321,-0.0326315463,0.0533470511
1322,-0.0647047609,-0.0123161227
1323,-0.0956708565,-0.0623433478
1324,-0.125,-0.0875831991
1325,-0.152190357,-0.106184572
1326,-0.176776692,-0.115865126
1327,-0.19833833,-0.126338437
1328,-0.216506347,-0.13478592
1329,-0.230969876,-0.138200372
1330,-0.241481453,-0.14100641
1331,-0.247861221,-0.142924666
1332,-0.25,-0.143688828
1333,-0.247861221,-0.143932104
1334,-0.241481453,-0.143875375
1335,-0.230969876,-0.143720374
1336,-0.216506347,-0.14360562
1337,-0.19833833,-0.143545836
1338,-0.176776692,-0.143509611
1339,-0.152190357,-0.143448025
1340,-0.125,-0.143291131
1341,-0.0956708565,-0.142987639
1342,-0.0647047609,-0.142620653
1343,-0.0326315463,-0.14230074
1344,-1.71450554e-15,-0.140654355
1345,0.0326315463,-0.110940024
1346,0.0647047609,-0.00287075341
1347,0.0956708565,0.0367509127
1348,0.125,0.0738562047
1349,0.152190357,0.0952411592
1350,0.176776692,0.108855382
1351,0.19833833,0.117807016
1352,0.216506347,0.124320418
1353,0.230969876,0.128951043
1354,0.241481453,0.132212624
1355,0.247861221,0.134633258
1356,0.25,0.136411369
1357,0.247861221,0.137749448
1358,0.241481453,0.138754398
1359,0.230969876,0.139516562
1360,0.216506347,0.140084296
1361,0.19833833,0.140433982
1362,0.176776692,0.140536338
1363,0.152190357,0.140521556
1364,0.125,0.140679687
1365,0.0956708565,0.141076624
1366,0.0647047609,0.141404897
1367,0.0326315463,0.140431374
1368,4.40965691e-15,0.128377438
1369,-0.0326315463,0.0525071174
1370,-0.0647047609,-0.0127435774
1371,-0.0956708565,-0.0625316203
1372,-0.125,-0.0877083167
1373,-0.152190357,-0.106246978
1374,-0.176776692,-0.115875266
1375,-0.19833833,-0.126362413
1376,-0.216506347,-0.134811118
1377,-0.230969876,-0.138213187
1378,-0.241481453,-0.141031146
1379,-0.247861221,-0.142955959
1380,-0.25,-0.143722355
1381,-0.247861221,-0.143969387
1382,-0.241481453,-0.143914029
1383,-0.230969876,-0.143759385
1384,-0.216506347,-0.14364478
1385,-0.19833833,-0.143585205
1386,-0.176776692,-0.143549651
1387,-0.152190357,-0.143489107
1388,-0.125,-0.143333241
1389,-0.0956708565,-0.143029556
1390,-0.0647047609,-0.142659724
1391,-0.0326315463,-0.142336607
1392,6.18980648e-19,-0.140724823
1393,0.0326315463,-0.111744285
1394,0.0647047609,-0.00315454602
1395,0.0956708565,0.0363614857
1396,0.125,0.0736550689
1397,0.152190357,0.0950689912
1398,0.176776692,0.108735472
1399,0.19833833,0.117709309
1400,0.216506347,0.124233574
1401,0.230969876,0.128883064
1402,0.241481453,0.132154286
1403,0.247861221,0.13458547
1404,0.25,0.136372849
1405,0.247861221,0.137718514
1406,0.241481453,0.138730228
1407,0.230969876,0.139497131
1408,0.216506347,0.14006798
1409,0.19833833,0.140419766
1410,0.176776692,0.140525952
1411,0.152190357,0.140518725
1412,0.125,0.140685305
1413,0.0956708565,0.141084924
1414,0.0647047609,0.141408071
1415,0.0326315463,0.140412316
1416,9.79995944e-15,0.128193915
1417,-0.0326315463,0.0516781807
1418,-0.0647047609,-0.0131546035
1419,-0.0956708565,-0.0627047643
1420,-0.125,-0.0878199339
1421,-0.152190357,-0.106295079
1422,-0.176776692,-0.115871221
1423,-0.19833833,-0.126372337
1424,-0.216506347,-0.134822041
1425,-0.230969876,-0.138211757
1426,-0.241481453,-0.141041726
1427,-0.247861221,-0.142973021
1428,-0.25,-0.143741757
1429,-0.247861221,-0.143992722
1430,-0.241481453,-0.143938765
1431,-0.230969876,-0.143784493
1432,-0.216506347,-0.143670097
1433,-0.19833833,-0.143610746
1434,-0.176776692,-0.143575877
1435,-0.152190357,-0.143516332
1436,-0.125,-0.143361509
1437,-0.0956708565,-0.143057555
1438,-0.0647047609,-0.142684758
1439,-0.0326315463,-0.142358214
1440,-5.38968377e-15,-0.140780061
1441,0.0326315463,-0.11252138
1442,0.0647047609,-0.00344190001
1443,0.0956708565,0.0359796435
1444,0.125,0.0734648407
1445,0.152190357,0.0949091613
1446,0.176776692,0.108628973
1447,0.19833833,0.117625281
1448,0.216506347,0.124160379
1449,0.230969876,0.128828973
1450,0.241481453,0.132109895
1451,0.247861221,0.134551451
1452,0.25,0.136348218
1453,0.247861221,0.137701511
1454,0.241481453,0.138720095
1455,0.230969876,0.139491677
1456,0.216506347,0.14006567
1457,0.19833833,0.140419543
1458,0.176776692,0.140529677
1459,0.152190357,0.14053008
1460,0.125,0.140704736
1461,0.0956708565,0.14110662
1462,0.0647047609,0.141424105
1463,0.0326315463,0.140405566
1464,8.08483546e-15,0.128020212
1465,-0.0326315463,0.0508612692
1466,-0.0647047609,-0.0135493428
1467,-0.0956708565,-0.0628632382
1468,-0.125,-0.0879186466
1469,-0.152190357,-0.10632965
1470,-0.176776692,-0.115853742
1471,-0.19833833,-0.12636888
1472,-0.216506347,-0.134819463
1473,-0.230969876,-0.138196766
1474,-0.241481453,-0.141038865
1475,-0.247861221,-0.142976642
1476,-0.25,-0.143747777
1477,-0.247861221,-0.144002736
1478,-0.241481453,-0.143950224
1479,-0.230969876,-0.143796444
1480,-0.216506347,-0.143682271
1481,-0.19833833,-0.143623173
1482,-0.176776692,-0.14358896
1483,-0.152190357,-0.143530473
1484,-0.125,-0.143376574
1485,-0.0956708565,-0.143072337
1486,-0.0647047609,-0.14269653
1487,-0.0326315463,-0.14236635
1488,-3.67455937e-15,-0.140820697
1489,0.0326315463,-0.113270819
1490,0.0647047609,-0.00373351574
1491,0.0956708565,0.0356052816
1492,0.125,0.073285073
1493,0.152190357,0.0947609693
1494,0.176776692,0.10853523
1495,0.19833833,0.117554277
1496,0.216506347,0.124100149
1497,0.230969876,0.128787965
1498,0.241481453,0.132078528
1499,0.247861221,0.134530559
1500,0.25,0.136336714
1501,0.247861221,0.137697548
1502,0.241481453,0.138723031
1503,0.230969876,0.139499441
1504,0.216506347,0.140076473
1505,0.19833833,0.140432686
1506,0.176776692,0.140546784
1507,0.152190357,0.140554667
1508,0.125,0.140737295
1509,0.0956708565,0.141141072
1510,0.0647047609,0.141452581
1511,0.0326315463,0.140410364
1512,6.36971063e-15,0.127855927
1513,-0.0326315463,0.0500561893
1514,-0.0647047609,-0.0139283165
1515,-0.0956708565,-0.0630077496
1516,-0.125,-0.0880051702
1517,-0.152190357,-0.106351331
1518,-0.176776692,-0.115823522
1519,-0.19833833,-0.126352742
1520,-0.216506347,-0.1348041
1521,-0.230969876,-0.138169065
1522,-0.241481453,-0.141023383
1523,-0.247861221,-0.142967641
1524,-0.25,-0.143741205
1525,-0.247861221,-0.144000322
1526,-0.241481453,-0.1439493
1527,-0.230969876,-0.143795997
1528,-0.216506347,-0.143682152
1529,-0.19833833,-0.143623263
1530,-0.176776692,-0.14358978
1531,-0.152190357,-0.143532321
1532,-0.125,-0.14337942
1533,-0.0956708565,-0.14307484
1534,-0.0647047609,-0.142695904
1535,-0.0326315463,-0.14236185
1536,-1.95943496e-15,-0.140847653
1537,0.0326315463,-0.113993399
1538,0.0647047609,-0.0040306896
1539,0.0956708565,0.0352374464
1540,0.125,0.0731146485
1541,0.152190357,0.0946234614
1542,0.176776692,0.108453184
1543,0.19833833,0.117495328
1544,0.216506347,0.124051869
1545,0.230969876,0.128759041
1546,0.241481453,0.132059276
1547,0.247861221,0.134521738
1548,0.25,0.13633737
1549,0.247861221,0.137705848
1550,0.241481453,0.138738215
1551,0.230969876,0.139519349
1552,0.216506347,0.140099615
1553,0.19833833,0.140458018
1554,0.176776692,0.140576273
1555,0.152190357,0.140591741
1556,0.125,0.140782028
1557,0.0956708565,0.14118731
1558,0.0647047609,0.141492277
1559,0.0326315463,0.140425891
1560,4.65458623e-15,0.127700344
1561,-0.0326315463,0.0492640734
1562,-0.0647047609,-0.0142914653
1563,-0.0956708565,-0.0631387606
1564,-0.125,-0.0880799964
1565,-0.152190357,-0.106360868
1566,-0.176776692,-0.11578133
1567,-0.19833833,-0.126324713
1568,-0.216506347,-0.134776682
1569,-0.230969876,-0.138129339
1570,-0.241481453,-0.140996054
1571,-0.247861221,-0.14294678
1572,-0.25,-0.143722877
1573,-0.247861221,-0.14398624
1574,-0.241481453,-0.143936723
1575,-0.230969876,-0.143783987
1576,-0.216506347,-0.143670514
1577,-0.19833833,-0.143611923
1578,-0.176776692,-0.143579155
1579,-0.152190357,-0.143522725
1580,-0.125,-0.143370807
1581,-0.0956708565,-0.14306584
1582,-0.0647047609,-0.142683685
1583,-0.0326315463,-0.142345607
1584,-2.44310375e-16,-0.140861809
1585,0.0326315463,-0.114689261
1586,0.0647047609,-0.00433407724
1587,0.0956708565,0.0348756611
1588,0.125,0.0729528964
1589,0.152190357,0.0944958925
1590,0.176776692,0.10838218
1591,0.19833833,0.117447525
1592,0.216506347,0.12401478
1593,0.230969876,0.128741562
1594,0.241481453,0.132051468
1595,0.247861221,0.13452442
1596,0.25,0.13634944
1597,0.247861221,0.137725562
1598,0.241481453,0.138764769
1599,0.230969876,0.139550745
1600,0.216506347,0.1401342
1601,0.19833833,0.140494928
1602,0.176776692,0.140617356
1603,0.152190357,0.140640393
1604,0.125,0.140838161
1605,0.0956708565,0.141244501
1606,0.0647047609,0.141542673
1607,0.0326315463,0.140451476
1608,2.93946182e-15,0.127552629
1609,-0.0326315463,0.0484838411
1610,-0.0647047609,-0.0146401078
1611,-0.0956708565,-0.0632572174
1612,-0.125,-0.0881440043
1613,-0.152190357,-0.10635899
1614,-0.176776692,-0.115727991
1615,-0.19833833,-0.126285613
1616,-0.216506347,-0.134737998
1617,-0.230969876,-0.138078421
1618,-0.241481453,-0.140957579
1619,-0.247861221,-0.142914683
1620,-0.25,-0.143693388
1621,-0.247861221,-0.143961102
1622,-0.241481453,-0.14391318
1623,-0.230969876,-0.143761098
1624,-0.216506347,-0.143647984
1625,-0.19833833,-0.143589795
1626,-0.176776692,-0.143557757
1627,-0.152190357,-0.14350237
1628,-0.125,-0.143351376
1629,-0.0956708565,-0.143046051
1630,-0.0647047609,-0.142660618
1631,-0.0326315463,-0.142318279
1632,1.47081416e-15,-0.140863806
1633,0.0326315463,-0.115359634
1634,0.0647047609,-0.00464479625
1635,0.0956708565,0.0345190167
1636,0.125,0.072798878
1637,0.152190357,0.0943772495
1638,0.176776692,0.108321145
1639,0.19833833,0.117410108
1640,0.216506347,0.123988166
1641,0.230969876,0.128734529
1642,0.241481453,0.132054225
1643,0.247861221,0.134537578
1644,0.25,0.136372134
1645,0.247861221,0.13775596
1646,0.241481453,0.138802052
1647,0.230969876,0.139592871
1648,0.216506347,0.140179515
1649,0.19833833,0.140542641
1650,0.176776692,0.140669376
1651,0.152190357,0.140699878
1652,0.125,0.140904948
1653,0.0956708565,0.141312048
1654,0.0647047609,0.141602993
1655,0.0326315463,0.14048636
1656,1.22433731e-15,0.1274122
1657,-0.0326315463,0.0477164388
1658,-0.0647047609,-0.0149741918
1659,-0.0956708565,-0.0633634776
1660,-0.125,-0.0881976634
1661,-0.152190357,-0.106346346
1662,-0.176776692,-0.115664035
1663,-0.19833833,-0.126235962
1664,-0.216506347,-0.134688586
1665,-0.230969876,-0.13801688
1666,-0.241481453,-0.140908524
1667,-0.247861221,-0.142871976
1668,-0.25,-0.143653393
1669,-0.247861221,-0.143925577
1670,-0.241481453,-0.143879324
1671,-0.230969876,-0.143727899
1672,-0.216506347,-0.143615216
1673,-0.19833833,-0.14355734
1674,-0.176776692,-0.143526122
1675,-0.152190357,-0.143471792
1676,-0.125,-0.143321708
1677,-0.0956708565,-0.143015951
1678,-0.0647047609,-0.142627209
1679,-0.0326315463,-0.1422804
1680,-3.91948869e-15,-0.140854195
1681,0.0326315463,-0.116003871
1682,0.0647047609,-0.00496327877
1683,0.0956708565,0.0341675133
1684,0.125,0.0726522952
1685,0.152190357,0.0942673087
1686,0.176776692,0.108269691
1687,0.19833833,0.117382556
1688,0.216506347,0.123971313
1689,0.230969876,0.128737509
1690,0.241481453,0.13206704
1691,0.247861221,0.134560853
1692,0.25,0.136404932
1693,0.247861221,0.137796402
1694,0.241481453,0.138849378
1695,0.230969876,0.13964507
1696,0.216506347,0.140234947
1697,0.19833833,0.140600532
1698,0.176776692,0.140731558
1699,0.152190357,0.14076969
1700,0.125,0.140981823
1701,0.0956708565,0.141389281
1702,0.0647047609,0.141672716
1703,0.0326315463,0.14053005
1704,1.37200677e-14,0.1272787
1705,-0.0326315463,0.0469618291
1706,-0.0647047609,-0.0152942166
1707,-0.0956708565,-0.063458167
1708,-0.125,-0.0882414803
1709,-0.152190357,-0.106323414
1710,-0.176776692,-0.11559011
1711,-0.19833833,-0.126176283
1712,-0.216506347,-0.134629041
1713,-0.230969876,-0.13794525
1714,-0.241481453,-0.140849501
1715,-0.247861221,-0.142819285
1716,-0.25,-0.143603444
1717,-0.247861221,-0.143880248
1718,-0.241481453,-0.143835664
1719,-0.230969876,-0.143684983
1720,-0.216506347,-0.143572778
1721,-0.19833833,-0.143515378
1722,-0.176776692,-0.14348495
1723,-0.152190357,-0.143431678
1724,-0.125,-0.143282533
1725,-0.0956708565,-0.142976344
1726,-0.0647047609,-0.142584145
1727,-0.0326315463,-0.142232731
1728,-9.30979164e-15,-0.140833706
1729,0.0326315463,-0.116623275
1730,0.0647047609,-0.00529050827
1731,0.0956708565,0.0338203609
1732,0.125,0.0725121945
1733,0.152190357,0.0941651016
1734,0.176776692,0.108226985
1735,0.19833833,0.117364034
1736,0.216506347,0.123963594
1737,0.230969876,0.128749818
1738,0.241481453,0.132089153
1739,0.247861221,0.134593368
1740,0.25,0.136447012
1741,0.247861221,0.137846127
1742,0.241481453,0.138906047
1743,0.230969876,0.139706582
1744,0.216506347,0.140299782
1745,0.19833833,0.140667871
1746,0.176776692,0.140803292
1747,0.152190357,0.14084895
1748,0.125,0.141067922
1749,0.0956708565,0.141475439
1750,0.0647047609,0.141751096
1751,0.0326315463,0.140581846
1752,1.20049429e-14,0.127151683
1753,-0.0326315463,0.0462207869
1754,-0.0647047609,-0.0156002901
1755,-0.0956708565,-0.0635416433
1756,-0.125,-0.0882759616
1757,-0.152190357,-0.106290855
1758,-0.176776692,-0.115506843
1759,-0.19833833,-0.126107305
1760,-0.216506347,-0.134560049
1761,-0.230969876,-0.137864366
1762,-0.241481453,-0.140781224
1763,-0.247861221,-0.142757282
1764,-0.25,-0.143544376
1765,-0.247861221,-0.143825799
1766,-0.241481453,-0.143782973
1767,-0.230969876,-0.143633127
1768,-0.216506347,-0.143521518
1769,-0.19833833,-0.143464565
