sample,dry_input,golden_fp32_output
264,1.22495628e-15,0.137799338
265,-0.0326315463,0.0741235763
266,-0.0647047609,0.00222799927
267,-0.0956708565,-0.0524342582
268,-0.125,-0.0792077035
269,-0.152190357,-0.0988396853
270,-0.176776692,-0.109535359
271,-0.19833833,-0.119793333
272,-0.216506347,-0.128159016
273,-0.230969876,-0.131773308
274,-0.241481453,-0.134382337
275,-0.247861221,-0.136153236
276,-0.25,-0.136864781
277,-0.247861221,-0.137043893
278,-0.241481453,-0.136960238
279,-0.230969876,-0.136796877
280,-0.216506347,-0.136675
281,-0.19833833,-0.136604697
282,-0.176776692,-0.1365484
283,-0.152190357,-0.136458993
284,-0.125,-0.136271492
285,-0.0956708565,-0.135949463
286,-0.0647047609,-0.135591805
287,-0.0326315463,-0.135273427
288,-3.67394029e-16,-0.132815629
289,0.0326315463,-0.0867602378
290,0.0647047609,0.00542372465
291,0.0956708565,0.0492776483
292,0.125,0.0835279226
293,0.152190357,0.10471113
294,0.176776692,0.117574155
295,0.19833833,0.126087233
296,0.216506347,0.132323414
297,0.230969876,0.13660109
298,0.241481453,0.139649913
299,0.247861221,0.141853452
300,0.25,0.143443286
301,0.247861221,0.14462246
302,0.241481453,0.145487994
303,0.230969876,0.146152303
304,0.216506347,0.146655753
305,0.19833833,0.146963924
306,0.176776692,0.146989316
307,0.152190357,0.146797627
308,0.125,0.14670141
309,0.0956708565,0.146891266
310,0.0647047609,0.147135124
311,0.0326315463,0.146379709
312,1.28618861e-15,0.137056276
313,-0.0326315463,0.073117584
314,-0.0647047609,0.00132059306
315,-0.0956708565,-0.0532166734
316,-0.125,-0.0799370408
317,-0.152190357,-0.0995452255
318,-0.176776692,-0.110209748
319,-0.19833833,-0.120470144
320,-0.216506347,-0.128843486
321,-0.230969876,-0.132455558
322,-0.241481453,-0.135069489
323,-0.247861221,-0.136847183
324,-0.25,-0.137562305
325,-0.247861221,-0.137744144
326,-0.241481453,-0.137662008
327,-0.230969876,-0.13749963
328,-0.216506347,-0.137378827
329,-0.19833833,-0.13730976
330,-0.176776692,-0.137254894
331,-0.152190357,-0.137167081
332,-0.125,-0.136981428
333,-0.0956708565,-0.136661828
334,-0.0647047609,-0.136307448
