cell,src,width,rho_L,beta_dBdB,n_frames,n_dropped,esr_db,ref_len,test_len,truncated,status,pairs_file,ref,test
rodent_mod,gtr4sg,23,-0.5456,-0.1295,17090,0,-77.85,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_rodent_mod_w23.f32
rodent_mod,gtr4sg,24,-0.5077,-0.0994,17090,0,-78.40,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_rodent_mod_w24.f32
rodent_mod,prvtgtr,8,0.1664,0.0278,14794,0,0.42,15151200,15151200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_prvtgtr_ref32.f32,<ELLE_HB>/peaq/board_music/board_prvtgtr_rodent_mod_w8.f32
rodent_mod,prvtgtr,9,-0.1327,-0.0337,14794,0,1.49,15151200,15151200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_prvtgtr_ref32.f32,<ELLE_HB>/peaq/board_music/board_prvtgtr_rodent_mod_w9.f32
rodent_mod,prvtgtr,10,0.0349,0.0079,14794,0,2.24,15151200,15151200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_prvtgtr_ref32.f32,<ELLE_HB>/peaq/board_music/board_prvtgtr_rodent_mod_w10.f32
rodent_mod,prvtgtr,11,0.2155,0.0354,14794,0,2.62,15151200,15151200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_prvtgtr_ref32.f32,<ELLE_HB>/peaq/board_music/board_prvtgtr_rodent_mod_w11.f32
rodent_mod,prvtgtr,12,0.2185,0.0852,14794,0,-5.08,15151200,15151200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_prvtgtr_ref32.f32,<ELLE_HB>/peaq/board_music/board_prvtgtr_rodent_mod_w12.f32
rodent_mod,prvtgtr,13,0.2910,0.1150,14794,0,-12.34,15151200,15151200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_prvtgtr_ref32.f32,<ELLE_HB>/peaq/board_music/board_prvtgtr_rodent_mod_w13.f32
rodent_mod,prvtgtr,14,-0.2308,-0.0718,14794,0,-22.82,15151200,15151200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_prvtgtr_ref32.f32,<ELLE_HB>/peaq/board_music/board_prvtgtr_rodent_mod_w14.f32
rodent_mod,prvtgtr,15,-0.3554,-0.1418,14794,0,-28.46,15151200,15151200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_prvtgtr_ref32.f32,<ELLE_HB>/peaq/board_music/board_prvtgtr_rodent_mod_w15.f32
rodent_mod,prvtgtr,16,-0.5536,-0.2277,14794,0,-34.88,15151200,15151200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_prvtgtr_ref32.f32,<ELLE_HB>/peaq/board_music/board_prvtgtr_rodent_mod_w16.f32
rodent_mod,prvtgtr,17,-0.7815,-0.2560,14794,0,-40.37,15151200,15151200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_prvtgtr_ref32.f32,<ELLE_HB>/peaq/board_music/board_prvtgtr_rodent_mod_w17.f32
rodent_mod,prvtgtr,18,-0.7734,-0.3563,14794,0,-45.54,15151200,15151200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_prvtgtr_ref32.f32,<ELLE_HB>/peaq/board_music/board_prvtgtr_rodent_mod_w18.f32
rodent_mod,prvtgtr,19,-0.8722,-0.3869,14794,0,-50.76,15151200,15151200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_prvtgtr_ref32.f32,<ELLE_HB>/peaq/board_music/board_prvtgtr_rodent_mod_w19.f32
rodent_mod,prvtgtr,20,-0.8402,-0.4540,14794,0,-55.46,15151200,15151200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_prvtgtr_ref32.f32,<ELLE_HB>/peaq/board_music/board_prvtgtr_rodent_mod_w20.f32
rodent_mod,prvtgtr,21,-0.8335,-0.4241,14794,0,-60.02,15151200,15151200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_prvtgtr_ref32.f32,<ELLE_HB>/peaq/board_music/board_prvtgtr_rodent_mod_w21.f32
rodent_mod,prvtgtr,22,-0.8167,-0.3453,14794,0,-70.69,15151200,15151200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_prvtgtr_ref32.f32,<ELLE_HB>/peaq/board_music/board_prvtgtr_rodent_mod_w22.f32
rodent_mod,prvtgtr,23,-0.8271,-0.3544,14794,0,-70.65,15151200,15151200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_prvtgtr_ref32.f32,<ELLE_HB>/peaq/board_music/board_prvtgtr_rodent_mod_w23.f32
rodent_mod,prvtgtr,24,-0.8559,-0.3603,14794,0,-70.84,15151200,15151200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_prvtgtr_ref32.f32,<ELLE_HB>/peaq/board_music/board_prvtgtr_rodent_mod_w24.f32
rodent_mod,ytbass,8,0.4932,0.1692,28387,0,1.89,29071200,29071200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_ytbass_ref32.f32,<ELLE_HB>/peaq/board_music/board_ytbass_rodent_mod_w8.f32
rodent_mod,ytbass,9,0.0645,0.0208,28387,0,2.18,29071200,29071200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_ytbass_ref32.f32,<ELLE_HB>/peaq/board_music/board_ytbass_rodent_mod_w9.f32
rodent_mod,ytbass,10,0.0898,0.0302,28387,0,1.96,29071200,29071200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_ytbass_ref32.f32,<ELLE_HB>/peaq/board_music/board_ytbass_rodent_mod_w10.f32
rodent_mod,ytbass,11,0.0744,0.0293,28387,0,2.20,29071200,29071200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_ytbass_ref32.f32,<ELLE_HB>/peaq/board_music/board_ytbass_rodent_mod_w11.f32
rodent_mod,ytbass,12,0.3007,0.1972,28387,0,-4.70,29071200,29071200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_ytbass_ref32.f32,<ELLE_HB>/peaq/board_music/board_ytbass_rodent_mod_w12.f32
rodent_mod,ytbass,13,0.4429,0.2780,28387,0,-11.88,29071200,29071200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_ytbass_ref32.f32,<ELLE_HB>/peaq/board_music/board_ytbass_rodent_mod_w13.f32
rodent_mod,ytbass,14,0.2254,0.1320,28387,0,-20.52,29071200,29071200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_ytbass_ref32.f32,<ELLE_HB>/peaq/board_music/board_ytbass_rodent_mod_w14.f32
rodent_mod,ytbass,15,0.0811,0.0514,28387,0,-27.34,29071200,29071200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_ytbass_ref32.f32,<ELLE_HB>/peaq/board_music/board_ytbass_rodent_mod_w15.f32
rodent_mod,ytbass,16,-0.1340,-0.0683,28387,0,-36.85,29071200,29071200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_ytbass_ref32.f32,<ELLE_HB>/peaq/board_music/board_ytbass_rodent_mod_w16.f32
rodent_mod,ytbass,17,-0.1463,-0.0472,28387,0,-43.92,29071200,29071200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_ytbass_ref32.f32,<ELLE_HB>/peaq/board_music/board_ytbass_rodent_mod_w17.f32
rodent_mod,ytbass,18,-0.4217,-0.1815,28387,0,-51.47,29071200,29071200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_ytbass_ref32.f32,<ELLE_HB>/peaq/board_music/board_ytbass_rodent_mod_w18.f32
rodent_mod,ytbass,19,-0.6142,-0.2162,28387,0,-57.18,29071200,29071200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_ytbass_ref32.f32,<ELLE_HB>/peaq/board_music/board_ytbass_rodent_mod_w19.f32
rodent_mod,ytbass,20,-0.4839,-0.2344,28387,0,-62.71,29071200,29071200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_ytbass_ref32.f32,<ELLE_HB>/peaq/board_music/board_ytbass_rodent_mod_w20.f32
rodent_mod,ytbass,21,-0.4415,-0.2052,28387,0,-67.24,29071200,29071200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_ytbass_ref32.f32,<ELLE_HB>/peaq/board_music/board_ytbass_rodent_mod_w21.f32
rodent_mod,ytbass,22,-0.4377,-0.1603,28387,0,-74.49,29071200,29071200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_ytbass_ref32.f32,<ELLE_HB>/peaq/board_music/board_ytbass_rodent_mod_w22.f32
rodent_mod,ytbass,23,-0.3242,-0.1403,28387,0,-74.80,29071200,29071200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_ytbass_ref32.f32,<ELLE_HB>/peaq/board_music/board_ytbass_rodent_mod_w23.f32
rodent_mod,ytbass,24,-0.3788,-0.1395,28387,0,-75.50,29071200,29071200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_ytbass_ref32.f32,<ELLE_HB>/peaq/board_music/board_ytbass_rodent_mod_w24.f32
gt_max,nam,8,0.2982,0.0906,8794,0,7.34,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_gt_max.f32,<ELLE_HB>/peaq/board_nam/board_nam_gt_max_w8.f32
gt_max,nam,9,-0.0432,-0.0134,8794,0,-0.62,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_gt_max.f32,<ELLE_HB>/peaq/board_nam/board_nam_gt_max_w9.f32
gt_max,nam,10,-0.4076,-0.1450,8794,0,-0.23,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_gt_max.f32,<ELLE_HB>/peaq/board_nam/board_nam_gt_max_w10.f32
gt_max,nam,11,-0.4798,-0.2208,8794,0,-5.17,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_gt_max.f32,<ELLE_HB>/peaq/board_nam/board_nam_gt_max_w11.f32
gt_max,nam,12,-0.4845,-0.2083,8794,0,-10.14,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_gt_max.f32,<ELLE_HB>/peaq/board_nam/board_nam_gt_max_w12.f32
gt_max,nam,13,-0.4939,-0.2748,8794,0,-18.32,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_gt_max.f32,<ELLE_HB>/peaq/board_nam/board_nam_gt_max_w13.f32
gt_max,nam,14,-0.6642,-0.3697,8794,0,-24.59,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_gt_max.f32,<ELLE_HB>/peaq/board_nam/board_nam_gt_max_w14.f32
gt_max,nam,15,-0.6249,-0.3191,8794,0,-31.04,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_gt_max.f32,<ELLE_HB>/peaq/board_nam/board_nam_gt_max_w15.f32
gt_max,nam,16,-0.7075,-0.3185,8794,0,-37.49,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_gt_max.f32,<ELLE_HB>/peaq/board_nam/board_nam_gt_max_w16.f32
gt_max,nam,17,-0.8066,-0.4340,8794,0,-44.24,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_gt_max.f32,<ELLE_HB>/peaq/board_nam/board_nam_gt_max_w17.f32
gt_max,nam,18,-0.7854,-0.4432,8794,0,-51.22,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_gt_max.f32,<ELLE_HB>/peaq/board_nam/board_nam_gt_max_w18.f32
gt_max,nam,19,-0.7973,-0.3946,8794,0,-57.22,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_gt_max.f32,<ELLE_HB>/peaq/board_nam/board_nam_gt_max_w19.f32
gt_max,nam,20,-0.8189,-0.3939,8794,0,-62.07,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_gt_max.f32,<ELLE_HB>/peaq/board_nam/board_nam_gt_max_w20.f32
gt_max,nam,21,-0.8224,-0.4446,8794,0,-66.90,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_gt_max.f32,<ELLE_HB>/peaq/board_nam/board_nam_gt_max_w21.f32
gt_max,nam,22,-0.8319,-0.3270,8794,0,-75.45,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_gt_max.f32,<ELLE_HB>/peaq/board_nam/board_nam_gt_max_w22.f32
gt_max,nam,23,-0.8013,-0.3647,8794,0,-76.21,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_gt_max.f32,<ELLE_HB>/peaq/board_nam/board_nam_gt_max_w23.f32
gt_max,nam,24,-0.8021,-0.3654,8794,0,-76.04,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_gt_max.f32,<ELLE_HB>/peaq/board_nam/board_nam_gt_max_w24.f32
gt_max,gtr2,8,-0.1806,-0.0580,20606,0,3.34,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_gt_max_w8.f32
gt_max,gtr2,9,0.2278,0.0889,20606,0,-3.78,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_gt_max_w9.f32
gt_max,gtr2,10,-0.4682,-0.1805,20606,0,-2.15,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_gt_max_w10.f32
gt_max,gtr2,11,-0.4940,-0.2532,20606,0,-7.61,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_gt_max_w11.f32
gt_max,gtr2,12,-0.6670,-0.2983,20606,0,-11.64,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_gt_max_w12.f32
gt_max,gtr2,13,-0.7387,-0.4248,20606,0,-20.46,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_gt_max_w13.f32
gt_max,gtr2,14,-0.8122,-0.4647,20606,0,-26.59,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_gt_max_w14.f32
gt_max,gtr2,15,-0.8295,-0.4343,20606,0,-32.16,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_gt_max_w15.f32
gt_max,gtr2,16,-0.8710,-0.4319,20606,0,-38.02,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_gt_max_w16.f32
gt_max,gtr2,17,-0.9155,-0.5487,20606,0,-45.13,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_gt_max_w17.f32
gt_max,gtr2,18,-0.9043,-0.5673,20606,0,-52.38,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_gt_max_w18.f32
gt_max,gtr2,19,-0.8696,-0.4685,20606,0,-58.93,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_gt_max_w19.f32
gt_max,gtr2,20,-0.8759,-0.4473,20606,0,-64.80,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_gt_max_w20.f32
gt_max,gtr2,21,-0.8960,-0.5339,20606,0,-69.61,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_gt_max_w21.f32
gt_max,gtr2,22,-0.8987,-0.3769,20606,0,-77.07,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_gt_max_w22.f32
gt_max,gtr2,23,-0.8930,-0.4495,20606,0,-77.71,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_gt_max_w23.f32
gt_max,gtr2,24,-0.8935,-0.4437,20606,0,-77.58,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_gt_max_w24.f32
gt_max,gtr4sg,8,0.0447,0.0162,17090,0,2.23,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_gt_max_w8.f32
gt_max,gtr4sg,9,0.3991,0.1218,17090,0,-5.32,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_gt_max_w9.f32
gt_max,gtr4sg,10,-0.5093,-0.1433,17090,0,-4.48,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_gt_max_w10.f32
gt_max,gtr4sg,11,-0.3060,-0.1064,17090,0,-10.94,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_gt_max_w11.f32
gt_max,gtr4sg,12,-0.4071,-0.1155,17090,0,-14.88,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_gt_max_w12.f32
gt_max,gtr4sg,13,-0.5137,-0.1863,17090,0,-24.87,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_gt_max_w13.f32
gt_max,gtr4sg,14,-0.5653,-0.2385,17090,0,-30.11,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_gt_max_w14.f32
gt_max,gtr4sg,15,-0.6704,-0.2474,17090,0,-35.20,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_gt_max_w15.f32
gt_max,gtr4sg,16,-0.7218,-0.2514,17090,0,-40.97,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_gt_max_w16.f32
gt_max,gtr4sg,17,-0.8359,-0.3780,17090,0,-47.64,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_gt_max_w17.f32
gt_max,gtr4sg,18,-0.8999,-0.4583,17090,0,-53.61,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_gt_max_w18.f32
gt_max,gtr4sg,19,-0.8740,-0.3891,17090,0,-59.65,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_gt_max_w19.f32
gt_max,gtr4sg,20,-0.8775,-0.3632,17090,0,-65.41,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_gt_max_w20.f32
gt_max,gtr4sg,21,-0.8917,-0.4382,17090,0,-70.65,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_gt_max_w21.f32
gt_max,gtr4sg,22,-0.8848,-0.2873,17090,0,-78.97,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_gt_max_w22.f32
gt_max,gtr4sg,23,-0.8761,-0.3367,17090,0,-79.77,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_gt_max_w23.f32
gt_max,gtr4sg,24,-0.8800,-0.3324,17090,0,-79.66,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_gt_max_w24.f32
gt_max,prvtgtr,8,0.0868,0.0338,14794,0,5.32,15151200,15151200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_prvtgtr_ref32.f32,<ELLE_HB>/peaq/board_music/board_prvtgtr_gt_max_w8.f32
gt_max,prvtgtr,9,0.2272,0.0586,14794,0,-3.95,15151200,15151200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_prvtgtr_ref32.f32,<ELLE_HB>/peaq/board_music/board_prvtgtr_gt_max_w9.f32
gt_max,prvtgtr,10,-0.3202,-0.0933,14794,0,-4.49,15151200,15151200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_prvtgtr_ref32.f32,<ELLE_HB>/peaq/board_music/board_prvtgtr_gt_max_w10.f32
gt_max,prvtgtr,11,-0.4309,-0.1600,14794,0,-9.79,15151200,15151200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_prvtgtr_ref32.f32,<ELLE_HB>/peaq/board_music/board_prvtgtr_gt_max_w11.f32
gt_max,prvtgtr,12,-0.5307,-0.1537,14794,0,-14.51,15151200,15151200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_prvtgtr_ref32.f32,<ELLE_HB>/peaq/board_music/board_prvtgtr_gt_max_w12.f32
gt_max,prvtgtr,13,-0.5551,-0.2129,14794,0,-23.48,15151200,15151200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_prvtgtr_ref32.f32,<ELLE_HB>/peaq/board_music/board_prvtgtr_gt_max_w13.f32
gt_max,prvtgtr,14,-0.6510,-0.2498,14794,0,-29.76,15151200,15151200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_prvtgtr_ref32.f32,<ELLE_HB>/peaq/board_music/board_prvtgtr_gt_max_w14.f32
gt_max,prvtgtr,15,-0.6448,-0.2084,14794,0,-35.89,15151200,15151200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_prvtgtr_ref32.f32,<ELLE_HB>/peaq/board_music/board_prvtgtr_gt_max_w15.f32
gt_max,prvtgtr,16,-0.6237,-0.1772,14794,0,-42.58,15151200,15151200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_prvtgtr_ref32.f32,<ELLE_HB>/peaq/board_music/board_prvtgtr_gt_max_w16.f32
gt_max,prvtgtr,17,-0.7777,-0.2878,14794,0,-48.75,15151200,15151200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_prvtgtr_ref32.f32,<ELLE_HB>/peaq/board_music/board_prvtgtr_gt_max_w17.f32
gt_max,prvtgtr,18,-0.8096,-0.3523,14794,0,-53.96,15151200,15151200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_prvtgtr_ref32.f32,<ELLE_HB>/peaq/board_music/board_prvtgtr_gt_max_w18.f32
gt_max,prvtgtr,19,-0.7881,-0.3209,14794,0,-59.37,15151200,15151200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_prvtgtr_ref32.f32,<ELLE_HB>/peaq/board_music/board_prvtgtr_gt_max_w19.f32
gt_max,prvtgtr,20,-0.8341,-0.3459,14794,0,-63.67,15151200,15151200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_gt_max/anchor_prvtgtr_ref32.f32,<ELLE_HB>/peaq/board_music/board_prvtgtr_gt_max_w20.f32
