cell,src,width,odg,total_nmr,rate,lowpass,sentinel
fl_mod,prvtgtr,19,-0.315,-18.309161,48000,20000,SCORE-PEAQ-REV2
fl_mod,prvtgtr,20,-0.177,-23.747406,48000,20000,SCORE-PEAQ-REV2
fl_mod,prvtgtr,21,0.049,-28.759395,48000,20000,SCORE-PEAQ-REV2
fl_mod,prvtgtr,22,0.097,-31.958258,48000,20000,SCORE-PEAQ-REV2
fl_mod,prvtgtr,23,0.114,-33.285830,48000,20000,SCORE-PEAQ-REV2
fl_mod,prvtgtr,24,0.117,-33.430412,48000,20000,SCORE-PEAQ-REV2
fl_mod,ytbass,8,-3.803,3.109992,48000,20000,SCORE-PEAQ-REV2
fl_mod,ytbass,9,-3.640,1.355131,48000,20000,SCORE-PEAQ-REV2
fl_mod,ytbass,10,-3.363,1.043117,48000,20000,SCORE-PEAQ-REV2
fl_mod,ytbass,11,-3.047,1.147218,48000,20000,SCORE-PEAQ-REV2
fl_mod,ytbass,12,-2.901,4.078558,48000,20000,SCORE-PEAQ-REV2
fl_mod,ytbass,13,-1.904,2.165483,48000,20000,SCORE-PEAQ-REV2
fl_mod,ytbass,14,-3.837,9.371600,48000,20000,SCORE-PEAQ-REV2
fl_mod,ytbass,15,-3.101,4.704762,48000,20000,SCORE-PEAQ-REV2
fl_mod,ytbass,16,-1.969,-0.424870,48000,20000,SCORE-PEAQ-REV2
fl_mod,ytbass,17,-1.575,-6.293287,48000,20000,SCORE-PEAQ-REV2
fl_mod,ytbass,18,-1.246,-12.514467,48000,20000,SCORE-PEAQ-REV2
fl_mod,ytbass,19,-0.796,-18.827108,48000,20000,SCORE-PEAQ-REV2
fl_mod,ytbass,20,-0.337,-25.080795,48000,20000,SCORE-PEAQ-REV2
fl_mod,ytbass,21,-0.028,-31.107239,48000,20000,SCORE-PEAQ-REV2
fl_mod,ytbass,22,0.091,-36.741897,48000,20000,SCORE-PEAQ-REV2
fl_mod,ytbass,23,0.127,-40.258752,48000,20000,SCORE-PEAQ-REV2
fl_mod,ytbass,24,0.140,-41.687361,48000,20000,SCORE-PEAQ-REV2
