"sentinel","run_id","timestamp","cell","width","board_file","board_md5","ref_file","ref_md5","nmr_db","frames","skip_val","status","elapsed_s","raw_tail"
"SCORE-XCELLNMR-REV2","20260814_091630","2026-08-14T09:19:50","gt_mod","21","board_nam_gt_mod_w21.f32","075FAC7FD15C286837D64FF669099877","anchor_nam_ref32_gt_mod.f32","3AB1381FD551B60B7CDB153C64227D22","-39.54","8794","1024","OK","2.8","NMR-REV2  NMR = -39.54 dB   (frames=8794, voiced=8792, skip=1024)"
"SCORE-XCELLNMR-REV2","20260814_091630","2026-08-14T09:19:53","gt_mod","22","board_nam_gt_mod_w22.f32","3957A9F7F8EE9A23428A15CCA0EFDAE6","anchor_nam_ref32_gt_mod.f32","3AB1381FD551B60B7CDB153C64227D22","-44.2","8794","1024","OK","2.8","NMR-REV2  NMR = -44.20 dB   (frames=8794, voiced=8792, skip=1024)"
"SCORE-XCELLNMR-REV2","20260814_091630","2026-08-14T09:19:57","gt_mod","23","board_nam_gt_mod_w23.f32","32A6C696E83F35A1EB87285DB3EF2D21","anchor_nam_ref32_gt_mod.f32","3AB1381FD551B60B7CDB153C64227D22","-44.34","8794","1024","OK","2.8","NMR-REV2  NMR = -44.34 dB   (frames=8794, voiced=8792, skip=1024)"
"SCORE-XCELLNMR-REV2","20260814_091630","2026-08-14T09:20:00","gt_mod","24","board_nam_gt_mod_w24.f32","F0676649C32174D92D52939303270271","anchor_nam_ref32_gt_mod.f32","3AB1381FD551B60B7CDB153C64227D22","-44.39","8794","1024","OK","2.8","NMR-REV2  NMR = -44.39 dB   (frames=8794, voiced=8792, skip=1024)"
"SCORE-XCELLNMR-REV2","20260814_091630","2026-08-14T09:20:03","rodent_mod","8","board_nam_rodent_mod_w8.f32","B847B8D0E9AC2D82F01ECA37C44E1239","anchor_nam_ref32_rodent_mod.f32","0669C8E228DC3B5937C0076D0197D5B2","18.97","8794","1024","OK","2.7","NMR-REV2  NMR = 18.97 dB   (frames=8794, voiced=8794, skip=1024)"
"SCORE-XCELLNMR-REV2","20260814_091630","2026-08-14T09:20:06","rodent_mod","9","board_nam_rodent_mod_w9.f32","BD437FA6E99165AC2D9B1F292BA38782","anchor_nam_ref32_rodent_mod.f32","0669C8E228DC3B5937C0076D0197D5B2","22.62","8794","1024","OK","2.9","NMR-REV2  NMR = 22.62 dB   (frames=8794, voiced=8794, skip=1024)"
"SCORE-XCELLNMR-REV2","20260814_091630","2026-08-14T09:20:09","rodent_mod","10","board_nam_rodent_mod_w10.f32","17B5997BAF3D939A5AD37F8DC32AEF6B","anchor_nam_ref32_rodent_mod.f32","0669C8E228DC3B5937C0076D0197D5B2","20.34","8794","1024","OK","2.8","NMR-REV2  NMR = 20.34 dB   (frames=8794, voiced=8794, skip=1024)"
"SCORE-XCELLNMR-REV2","20260814_091630","2026-08-14T09:20:12","rodent_mod","11","board_nam_rodent_mod_w11.f32","747A0950B880BBFF098562EF879CB5DF","anchor_nam_ref32_rodent_mod.f32","0669C8E228DC3B5937C0076D0197D5B2","16.75","8794","1024","OK","2.8","NMR-REV2  NMR = 16.75 dB   (frames=8794, voiced=8794, skip=1024)"
"SCORE-XCELLNMR-REV2","20260814_091630","2026-08-14T09:20:16","rodent_mod","12","board_nam_rodent_mod_w12.f32","10D517A253699B88FCCB082046BB2522","anchor_nam_ref32_rodent_mod.f32","0669C8E228DC3B5937C0076D0197D5B2","22.59","8794","1024","OK","2.9","NMR-REV2  NMR = 22.59 dB   (frames=8794, voiced=8794, skip=1024)"
"SCORE-XCELLNMR-REV2","20260814_091630","2026-08-14T09:20:19","rodent_mod","13","board_nam_rodent_mod_w13.f32","09C0C7E1EB8E5C7AEBD068829BFADD19","anchor_nam_ref32_rodent_mod.f32","0669C8E228DC3B5937C0076D0197D5B2","17.52","8794","1024","OK","2.7","NMR-REV2  NMR = 17.52 dB   (frames=8794, voiced=8794, skip=1024)"
"SCORE-XCELLNMR-REV2","20260814_091630","2026-08-14T09:20:22","rodent_mod","14","board_nam_rodent_mod_w14.f32","9315A40FE37F13D446FEC4DB0CD476D9","anchor_nam_ref32_rodent_mod.f32","0669C8E228DC3B5937C0076D0197D5B2","12.65","8794","1024","OK","2.9","NMR-REV2  NMR = 12.65 dB   (frames=8794, voiced=8794, skip=1024)"
"SCORE-XCELLNMR-REV2","20260814_091630","2026-08-14T09:20:25","rodent_mod","15","board_nam_rodent_mod_w15.f32","95ED08DAD6404411D842DA61CFE585D7","anchor_nam_ref32_rodent_mod.f32","0669C8E228DC3B5937C0076D0197D5B2","6.95","8794","1024","OK","2.9","NMR-REV2  NMR = 6.95 dB   (frames=8794, voiced=8794, skip=1024)"
"SCORE-XCELLNMR-REV2","20260814_091630","2026-08-14T09:20:28","rodent_mod","16","board_nam_rodent_mod_w16.f32","0429CA2163490B417D550AA085D045C2","anchor_nam_ref32_rodent_mod.f32","0669C8E228DC3B5937C0076D0197D5B2","1.1","8794","1024","OK","2.8","NMR-REV2  NMR = 1.10 dB   (frames=8794, voiced=8794, skip=1024)"
"SCORE-XCELLNMR-REV2","20260814_091630","2026-08-14T09:20:32","rodent_mod","17","board_nam_rodent_mod_w17.f32","067522EFFE990C450F89BD8312A343CE","anchor_nam_ref32_rodent_mod.f32","0669C8E228DC3B5937C0076D0197D5B2","-4.91","8794","1024","OK","2.9","NMR-REV2  NMR = -4.91 dB   (frames=8794, voiced=8794, skip=1024)"
"SCORE-XCELLNMR-REV2","20260814_091630","2026-08-14T09:20:35","rodent_mod","18","board_nam_rodent_mod_w18.f32","9DC67AC4E1EA15651617AF940A45F72F","anchor_nam_ref32_rodent_mod.f32","0669C8E228DC3B5937C0076D0197D5B2","-10.33","8794","1024","OK","2.7","NMR-REV2  NMR = -10.33 dB   (frames=8794, voiced=8794, skip=1024)"
"SCORE-XCELLNMR-REV2","20260814_091630","2026-08-14T09:20:38","rodent_mod","19","board_nam_rodent_mod_w19.f32","58946EB03F6609DDB631D5E4EB52DBE0","anchor_nam_ref32_rodent_mod.f32","0669C8E228DC3B5937C0076D0197D5B2","-14.44","8794","1024","OK","2.7","NMR-REV2  NMR = -14.44 dB   (frames=8794, voiced=8794, skip=1024)"
"SCORE-XCELLNMR-REV2","20260814_091630","2026-08-14T09:20:41","rodent_mod","20","board_nam_rodent_mod_w20.f32","EC2408CE99B6CAD670DDFFAF83E42668","anchor_nam_ref32_rodent_mod.f32","0669C8E228DC3B5937C0076D0197D5B2","-23.1","8794","1024","OK","2.6","NMR-REV2  NMR = -23.10 dB   (frames=8794, voiced=8794, skip=1024)"
"SCORE-XCELLNMR-REV2","20260814_091630","2026-08-14T09:20:44","rodent_mod","21","board_nam_rodent_mod_w21.f32","77758BC73B7FA47723DA264076126CAB","anchor_nam_ref32_rodent_mod.f32","0669C8E228DC3B5937C0076D0197D5B2","-20.98","8794","1024","OK","2.6","NMR-REV2  NMR = -20.98 dB   (frames=8794, voiced=8794, skip=1024)"
"SCORE-XCELLNMR-REV2","20260814_091630","2026-08-14T09:20:47","rodent_mod","22","board_nam_rodent_mod_w22.f32","45AE5BA395A82D7192E2047F54998948","anchor_nam_ref32_rodent_mod.f32","0669C8E228DC3B5937C0076D0197D5B2","-30.51","8794","1024","OK","2.7","NMR-REV2  NMR = -30.51 dB   (frames=8794, voiced=8794, skip=1024)"
"SCORE-XCELLNMR-REV2","20260814_091630","2026-08-14T09:20:50","rodent_mod","23","board_nam_rodent_mod_w23.f32","35D99A5FBC3B54084E18E2CAF3B138ED","anchor_nam_ref32_rodent_mod.f32","0669C8E228DC3B5937C0076D0197D5B2","-32.46","8794","1024","OK","2.9","NMR-REV2  NMR = -32.46 dB   (frames=8794, voiced=8794, skip=1024)"
"SCORE-XCELLNMR-REV2","20260814_091630","2026-08-14T09:20:54","rodent_mod","24","board_nam_rodent_mod_w24.f32","8AAE86C7063A15CAE6FBCC67288D42A1","anchor_nam_ref32_rodent_mod.f32","0669C8E228DC3B5937C0076D0197D5B2","-29.93","8794","1024","OK","3.1","NMR-REV2  NMR = -29.93 dB   (frames=8794, voiced=8794, skip=1024)"
